       1        7       18     0.0976     0.0383    -0.2680    14.0586   -15.7200   -12.1429  1  2    18.0214    12.7238
       2        7       18    -0.4563     0.0844    -0.0376    -8.7953   -20.0415    -0.9141  1  2    18.8191    12.5553
       3        7       18     0.3529     0.0488    -0.0890    -1.4863   -30.4274     1.3185  1  2    19.2258    12.7081
       4        7       18    -0.2512    -0.1616     0.2684     4.3084   -33.3468   -16.8706  1  2    18.1120    13.6268
       5        7       18    -0.0693    -0.0011    -0.0242     1.1828   -28.1845     7.0483  1  2    19.9692    12.4237
       6        7       18    -0.1979     0.0859     0.0420     0.9072   -16.1818    -2.1006  1  2    19.6554    12.5725
       7        7       18    -0.3116     0.0769    -0.4934     2.9270   -22.3719    -5.8883  1  2    19.4709    13.1131
       8        7       18     0.3022     0.0970     0.2000     5.5856   -18.5610     8.1672  1  2    20.1452    12.4936
       9        7       18     0.0980     0.0497     0.0247    -5.0434     1.9732    -4.9579  1  2    20.3054    12.3828
      10        7       18    -0.0365    -0.0511     0.4277     3.2800   -27.2423   -10.8566  1  2    20.2651    13.0780
      11        7       18    -0.1438     0.1418     1.0342    -6.7502   -10.8089    -5.7208  1  2    21.1520    12.8695
      12        7       18    -0.2047     0.0524    -0.4721     6.7181   -16.5130     8.7643  1  2    19.5322    12.0354
      13        7       18    -0.4786     0.0835    -0.3758   -12.3175   -17.2984     2.7510  1  2    19.4044    12.5448
      14        7       18    -0.2831     0.1045     0.0400    -9.3775   -21.4892   -10.6522  1  2    20.6625    13.1035
      15        7       18    -0.2006     0.1419    -0.3936    18.0427   -20.3546   -10.4094  1  2    19.1946    12.9843
      16        7       18    -0.1602     0.1248     0.3039    -0.4102   -32.8747     0.1204  1  1    20.0821    12.6927
      17        7       18    -0.1993    -0.1556     0.4009     2.3707   -21.5662    -8.9172  1  2    20.0187    12.6833
      18        7       18    -0.3910    -0.1230    -0.0001    -9.4671   -10.0679     0.6411  1  2    19.4771    11.9882
      19        7       18    -0.0486     0.1374    -0.1136    -3.5601   -27.4140    -7.8421  1  2    19.8456    12.8634
      20        7       18    -0.1566    -0.1576     1.0164   -10.5817   -17.6561    -4.7216  1  2    20.4736    12.7490
      21        7       18    -0.1100    -0.0090    -0.0798    -1.8711   -14.8057    -5.8267  1  2    19.4146    12.6859
      22        7       18     0.0141    -0.0120    -0.3391    -1.5468   -14.7645     1.3645  1  2    19.6222    12.5427
      23        7       18    -0.0195     0.0890     0.2302    -5.6055   -14.4851    -4.7013  1  2    19.1477    12.1326
      24        7       18     0.2951     0.0140    -0.0469    -7.6227   -19.2428    -6.9690  1  2    18.9686    12.5987
      25        7       18     0.6783    -0.0205     0.0067     9.9954   -21.0323     2.8045  1  2    20.7982    12.8334
      26        7       18    -0.2021     0.0517    -0.2158    -6.4042   -18.6290     3.6960  1  2    19.5997    12.6548
      27        7       18    -0.2326     0.0168     0.1284    17.3724   -17.7326    -4.6306  1  2    20.2501    13.0629
      28        7       18    -0.2613     0.1034    -0.0878     7.9596   -10.9761     2.9471  1  2    19.8886    12.1895
      29        7       18    -0.1848     0.0513     0.1066    -2.4538   -20.3342    -2.2663  1  2    19.8172    12.4479
      30        7       18    -0.4397     0.0227     0.0030     6.5410   -12.2552    -2.7213  1  2    19.2174    12.3522
      31        7       18     0.0728    -0.0889    -0.1093     3.2240   -13.3867     2.0131  1  2    19.1456    11.5742
      32        7       18    -0.0198    -0.0719    -0.1849    -3.7760    -8.9573    -0.5144  1  2    19.3778    12.5893
      33        7       18     0.0335     0.0119     0.3279   -13.6002    -5.0450     2.6439  1  2    19.5116    11.7058
      34        7       18    -0.3474     0.3394     0.3996   -16.9726   -31.4946    14.7746  1  1    18.9812    12.1308
      35        7       18    -0.2028     0.0203    -0.0890     5.4036   -18.1420   -10.3214  1  2    19.6535    12.6513
      36        7       18     0.1559     0.0216     0.1342     9.6234   -13.0867    -0.8063  1  2    20.5757    12.5784
      37        7       18     0.0054     0.0342    -0.2405     0.9591   -15.2055    12.9595  1  2    19.2742    12.1236
      38        7       18    -0.0113    -0.0246    -0.2362     3.0743   -16.1770    -2.3274  1  2    19.5952    12.8599
      39        7       18    -0.5846     0.0367     0.2678     3.0253    -8.6050    -1.8105  1  2    20.5467    12.2713
      40        7       18    -0.2040     0.0223    -0.2664     0.0109   -16.2398     2.0967  1  2    20.1268    12.5026
      41        7       18    -0.4593     0.1419    -0.0998   -10.3475   -15.8244     3.7655  1  2    19.8492    12.5398
      42        7       18     0.5614    -0.1762     0.1531    -6.1403   -12.2728    -4.8224  1  2    19.7821    12.8327
      43        7       18    -0.2870     0.0725     0.4451    -0.4335   -18.7177     9.7164  1  2    19.2037    12.1126
      44        7       18    -0.2714    -0.1588    -0.7159    -2.7529   -15.8718     0.0441  1  2    19.4124    12.3594
      45        7       18     0.0449     0.0629    -0.0017     6.2191   -21.2660    -5.5067  1  2    19.2719    12.6111
      46        7       18    -0.3819    -0.1062     0.3042     3.3119   -19.7043     9.7220  1  2    19.6305    11.2857
      47        7       18    -0.1774     0.1133     0.1944    -5.1416   -18.6651     1.0031  1  2    19.0756    12.5070
      48        7       18     0.4706     0.0995     0.0532    -4.4929   -26.6740     8.2528  1  1    21.0316    12.8033
      49        7       18    -0.0443    -0.0388     0.4975     3.4922    -8.3194    -6.9040  1  2    21.0173    12.8018
      50        7       18    -0.4419     0.0369    -0.0562     1.0246    -9.3753    -0.7662  1  2    19.3526    12.2779
      51        7       18    -0.2868     0.1540    -0.6220    22.8406   -25.0183     3.1256  1  2    19.6313    12.3807
      52        7       18    -0.0776     0.0028    -0.4612     3.3583   -24.8680     0.5988  1  2    19.8051    12.3336
      53        7       18    -0.2460     0.0440    -0.3397    -2.6868   -14.4826    -4.3283  1  2    21.0716    12.9596
      54        7       18    -0.1081    -0.0456     0.1739    10.3331   -24.6719    -1.8567  1  2    19.5821    12.1259
      55        7       18     0.3092     0.0914    -0.3446     5.3345   -19.1725     8.9239  1  2    19.5731    12.5807
      56        7       18    -0.1503    -0.0925     0.0894     1.2481    -5.9331    -3.9037  1  2    20.9592    12.5493
      57        7       18     0.2498    -0.0828     0.1830     4.4220   -26.2838    -0.4984  1  2    20.8332    12.9272
      58        7       18    -0.0380     0.0486    -0.3009    -5.4166    -6.6142     2.7140  1  2    20.5026    12.5244
