       1       11       14     0.0845    -0.1277    -0.1922    -1.1744    -5.8375     2.7754  1  3    20.1321    11.8196
       2       11       14     0.2423    -0.1110     0.1421     9.6697     0.8334    -0.5806  1  3    18.4410    12.2828
       3       11       14     0.0684    -0.0775    -0.2452     1.7751    -4.7607     1.1614  1  3    18.9675    12.4187
       4       11       14     0.2004    -0.1622     0.5035    -2.9338    -2.0735     1.3066  1  3    19.2179    11.6594
       5       11       14     0.1395     0.0502    -0.2183    12.1812   -16.3129     0.9174  1  3    19.5125    12.4712
       6       11       14     0.8125    -0.1286     0.4421    -4.6417    -4.2157     5.3196  1  3    18.3353    12.1460
       7       11       14     0.0573    -0.2280     0.1855    11.0799    -2.8348    -7.9372  1  3    18.1467    12.9095
       8       11       14    -0.1992     0.0731     0.0395    -8.0340   -11.5778    -0.9392  1  3    19.5163    12.9679
       9       11       14     0.2838    -0.0654    -0.2493    20.0534    -7.8204    -0.6251  1  3    18.3593    12.5397
      10       11       14     0.1567    -0.0421     0.7895   -13.3750   -13.5565    -2.3079  1  3    19.0203    12.7649
      11       11       14     0.2430    -0.0821     0.1807    -7.3771   -11.6716     1.6870  1  3    18.9159    12.0311
      12       11       14     0.0510    -0.1086     0.3716     0.8544    -5.0933    -1.9785  1  3    19.1851    12.2657
      13       11       14     0.4873    -0.0854     0.0840    -5.2923   -16.7732     0.1404  1  3    17.4342    12.1552
      14       11       14     0.3877    -0.0713     0.2278     3.3471     0.7445     2.1093  1  3    18.9666    12.0869
      15       11       14    -0.0872    -0.1502     0.4951     9.9345   -15.0648     0.7349  1  3    18.2470    12.0374
      16       11       14     0.1402     0.0080    -0.3938    22.7863    -4.0892    -4.4819  1  3    19.9896    11.9199
      17       11       14    -0.0271    -0.0615     0.8340   -18.0981     0.1429    -4.0092  1  3    20.6618    12.1669
      18       11       14     0.4203    -0.0831    -0.3608    12.3562   -13.6537     0.7398  1  3    18.4628    12.6659
      19       11       14    -0.2448    -0.1011     0.3829     3.2277     1.3169    -2.9969  1  3    18.3512    12.0816
      20       11       14     0.2458    -0.1833     0.2028     4.3040     7.8682    -5.5661  1  3    18.1674    12.1959
      21       11       14    -0.2371     0.0471     0.1936    10.2662    -6.6806    -0.6778  1  3    18.7772    12.5136
      22       11       14     0.3054    -0.2461     0.5208     7.0788   -20.4696    -4.0735  1  3    18.3245    12.6313
      23       11       14     0.5579    -0.1395     0.2892     3.9080    -8.3316     0.9210  1  3    18.9548    12.4123
      24       11       14    -0.1102     0.1905    -0.1158    22.3179     0.8432     4.9818  1  3    18.3806    12.0596
      25       11       14     0.5055    -0.0552     0.3754    -2.5329    -6.8281    -3.5619  1  3    19.6003    12.0989
      26       11       14     0.2830     0.1179     0.2531    -0.4796   -14.2233     4.9298  1  3    19.1023    12.6125
      27       11       14     0.2879    -0.1794     0.2507     0.6201   -14.2511     0.0027  1  3    17.5951    12.3192
      28       11       14    -0.0468    -0.0397    -0.0613     5.8065    -2.3655    -1.3527  1  3    18.6637    12.4631
      29       11       14     0.4854    -0.1254    -0.1315    13.6674   -10.1607    -1.4947  1  3    19.6313    12.2305
      30       11       14     0.4919    -0.2023    -0.3137     2.8594     1.2963    -8.5201  1  3    20.0196    12.4089
      31       11       14     0.7215    -0.1443    -0.0460     6.3473     1.9118     1.7804  1  3    19.1812    11.7795
      32       11       14     0.7187    -0.2205    -0.0148     5.5996    -4.3832    -2.5226  1  3    18.7644    11.5586
      33       11       14     0.5138    -0.1618     0.0513    19.8387    -8.4526     0.5746  1  3    20.1507    11.8495
      34       11       14     0.4372    -0.0354    -0.1846    17.7433   -15.8667     0.3485  1  3    19.5932    11.7318
      35       11       14    -0.2159    -0.1804     0.2825    17.4951    -5.3422    -5.4829  1  3    19.6545    12.0970
      36       11       14     0.0077     0.0152     0.0489     4.2997     0.0872     1.0218  1  3    19.4906    11.6163
      37       11       14    -0.3030    -0.0979     0.6140    -1.1046    -4.7406    -1.0937  1  3    17.9200    12.3699
      38       11       14     0.0032     0.0019     0.0623     6.1112     4.7216     3.1829  1  3    17.5818    11.8856
      39       11       14     0.0689     0.0458    -0.1576    14.6756    -2.0536    -7.1289  1  3    20.2633    12.3066
      40       11       14    -0.2438    -0.0908     0.5957   -13.2321    -1.3257    -2.1150  1  3    21.0214    12.5216
      41       11       14     0.0635     0.0686     0.3860    -8.4688    -4.5650    -4.0679  1  3    20.2743    11.9646
      42       11       14     0.1283    -0.0565     0.6263    15.8808     2.1658     1.4745  1  3    19.1383    11.0039
      43       11       14     0.5292    -0.1050    -0.1751    12.9075    20.5501     2.5058  1  3    18.4395    12.1754
      44       11       14    -0.1635     0.0049    -0.5062    14.2181    20.2779    -0.0984  1  3    20.2193    11.9830
      45       11       14     0.4444    -0.0966     0.9652    -8.0639     3.6857     2.9366  1  3    18.9774    11.9909
      46       11       14    -0.0832    -0.1818     0.0848    -2.8660     1.2932    -5.2012  1  3    19.9067    12.0696
